age	voted
76	yes
61	no
70	yes
80	yes
67	yes
24	yes
34	yes
43	yes
51	yes
63	yes
75	yes
71	yes
80	yes
52	yes
68	yes
19	yes
57	yes
58	yes
40	yes
30	yes
59	yes
71	yes
73	yes
68	yes
47	yes
63	no
48	yes
59	no
35	no
73	yes
56	yes
70	yes
80	yes
34	no
72	yes
59	yes
61	yes
69	yes
74	yes
31	yes
56	yes
32	no
65	yes
59	yes
77	yes
69	yes
26	yes
38	yes
30	yes
60	yes
36	yes
68	yes
26	yes
80	yes
32	yes
31	yes
37	no
26	yes
20	no
72	yes
75	yes
47	yes
18	no
27	yes
48	yes
69	yes
52	yes
58	yes
55	yes
80	yes
46	yes
77	yes
56	yes
42	yes
63	yes
24	yes
42	yes
67	yes
78	yes
65	no
25	yes
24	yes
40	yes
60	no
48	no
32	no
49	yes
71	yes
80	yes
70	yes
33	yes
34	no
80	yes
53	yes
59	yes
38	yes
27	yes
51	yes
31	yes
31	yes
75	yes
73	yes
34	yes
64	yes
21	no
53	yes
61	yes
80	yes
65	yes
64	yes
70	yes
58	yes
67	yes
65	yes
32	yes
45	yes
52	yes
34	no
59	yes
57	yes
80	yes
68	no
76	yes
62	yes
75	yes
26	yes
62	yes
36	yes
40	yes
42	yes
52	yes
63	yes
40	yes
69	yes
68	yes
72	yes
69	yes
62	yes
56	yes
70	yes
46	yes
63	yes
33	yes
30	yes
36	yes
48	yes
31	yes
65	yes
58	yes
31	yes
77	yes
73	yes
27	yes
30	no
63	yes
59	yes
66	yes
37	yes
50	no
27	no
23	yes
30	yes
32	yes
65	yes
45	yes
60	yes
68	yes
40	yes
20	yes
51	yes
42	yes
56	yes
21	yes
35	yes
32	no
41	yes
67	yes
19	yes
23	yes
50	yes
34	yes
35	yes
42	yes
28	yes
33	yes
40	yes
61	yes
32	yes
34	no
38	yes
36	yes
66	yes
71	yes
32	yes
65	yes
54	yes
51	no
38	yes
44	no
60	yes
46	yes
72	yes
22	yes
69	yes
74	yes
73	yes
77	yes
73	yes
51	yes
59	yes
70	no
53	yes
75	yes
50	yes
80	yes
80	yes
80	yes
34	yes
67	yes
57	yes
51	yes
56	yes
42	yes
74	no
66	yes
44	yes
25	yes
51	yes
52	yes
73	yes
35	yes
43	yes
45	yes
27	yes
37	no
52	yes
73	yes
40	yes
69	yes
30	yes
26	yes
29	yes
57	yes
52	no
75	no
25	yes
48	yes
30	no
39	yes
21	yes
32	no
30	yes
65	yes
63	no
38	yes
56	yes
73	yes
34	yes
38	yes
61	yes
75	yes
42	yes
59	yes
61	no
38	yes
34	yes
36	no
74	yes
64	yes
22	no
77	yes
37	yes
36	yes
51	yes
27	yes
37	yes
49	yes
28	no
40	yes
46	no
21	no
63	yes
68	yes
27	yes
77	yes
64	yes
29	yes
29	no
22	yes
39	yes
67	yes
53	yes
63	no
50	yes
49	yes
57	yes
70	no
28	yes
47	yes
28	no
55	yes
62	yes
62	yes
47	yes
80	no
80	yes
56	yes
24	no
65	yes
30	yes
66	yes
45	yes
26	yes
28	no
36	yes
36	yes
59	yes
35	yes
42	yes
35	yes
41	yes
37	yes
53	yes
26	no
45	no
32	no
37	yes
38	no
50	no
36	yes
53	no
25	yes
42	yes
25	yes
61	yes
27	yes
41	no
56	yes
31	yes
26	yes
61	yes
44	yes
77	yes
27	no
77	yes
47	yes
27	yes
69	yes
66	yes
64	yes
22	yes
42	yes
54	yes
52	yes
80	yes
28	yes
63	yes
34	yes
72	yes
63	yes
35	yes
57	yes
28	no
67	yes
66	yes
41	yes
65	yes
36	yes
72	yes
60	no
25	no
51	yes
42	no
55	yes
39	yes
32	no
42	yes
40	yes
59	yes
80	yes
57	yes
80	yes
36	yes
27	yes
32	no
67	yes
52	yes
69	yes
57	yes
18	no
52	yes
39	yes
62	yes
60	yes
35	no
27	no
27	no
34	yes
68	yes
32	yes
35	yes
80	no
60	yes
34	yes
55	yes
51	yes
39	yes
64	yes
63	yes
46	yes
72	yes
80	yes
66	no
60	yes
21	no
35	yes
22	yes
25	yes
32	yes
48	yes
30	yes
52	yes
60	yes
39	yes
49	no
68	yes
51	yes
78	yes
58	yes
45	yes
63	no
38	yes
80	yes
71	yes
54	yes
69	yes
22	yes
58	yes
34	yes
48	yes
80	yes
51	yes
71	yes
61	yes
78	yes
57	yes
44	no
63	yes
47	yes
26	yes
57	no
56	no
53	yes
48	yes
50	yes
34	yes
73	yes
57	yes
41	yes
59	yes
72	yes
33	no
54	yes
22	no
44	yes
30	yes
37	yes
28	no
18	yes
39	yes
71	yes
23	no
47	yes
45	yes
28	no
38	yes
70	yes
34	yes
43	no
80	yes
54	yes
64	yes
70	no
46	yes
73	no
42	yes
43	yes
64	yes
59	no
34	yes
38	yes
51	yes
30	no
48	yes
47	yes
62	yes
80	yes
35	yes
72	yes
58	no
40	yes
72	yes
37	yes
70	yes
64	yes
76	yes
21	yes
22	no
49	yes
36	yes
71	yes
40	yes
80	no
67	yes
73	yes
21	yes
59	yes
68	yes
60	yes
63	no
44	yes
41	yes
52	yes
44	no
60	no
36	no
47	yes
80	yes
43	yes
66	yes
68	yes
48	yes
59	yes
19	yes
55	yes
25	yes
25	yes
24	yes
70	yes
60	yes
64	yes
64	yes
73	yes
79	yes
80	yes
73	yes
38	yes
70	yes
43	yes
65	yes
56	yes
50	yes
74	yes
47	yes
61	yes
72	yes
27	no
53	yes
50	no
60	yes
35	yes
38	yes
35	no
46	no
59	yes
60	yes
52	yes
30	yes
38	no
54	no
46	no
29	yes
37	yes
36	yes
62	yes
77	yes
72	yes
33	yes
60	yes
40	no
53	yes
44	yes
74	yes
76	yes
31	no
35	yes
58	yes
76	yes
64	yes
40	yes
60	yes
18	yes
51	yes
73	yes
57	yes
20	no
50	yes
56	yes
39	yes
58	yes
23	yes
66	yes
67	yes
51	yes
44	yes
26	yes
26	no
67	yes
30	no
70	yes
63	yes
70	yes
56	yes
28	yes
47	yes
48	yes
65	yes
72	no
41	yes
35	yes
68	yes
50	yes
62	yes
27	no
58	yes
66	yes
36	yes
58	no
70	yes
33	yes
59	yes
51	yes
61	yes
19	no
23	yes
68	yes
70	yes
43	yes
48	yes
49	yes
59	no
42	no
48	no
78	yes
51	yes
44	no
48	yes
79	yes
42	yes
30	yes
28	yes
33	yes
46	yes
44	yes
73	yes
73	no
71	yes
39	yes
59	yes
19	yes
64	no
24	no
42	yes
80	yes
65	yes
26	no
18	yes
73	yes
46	yes
77	yes
50	yes
37	yes
80	yes
20	yes
39	yes
33	yes
62	yes
49	no
51	no
46	yes
38	no
64	yes
36	yes
36	yes
25	no
37	yes
65	yes
23	no
39	yes
74	yes
80	yes
56	yes
41	yes
61	yes
65	yes
79	yes
54	yes
75	yes
43	no
60	yes
34	yes
60	yes
66	no
55	yes
54	yes
42	yes
78	no
65	yes
63	yes
51	yes
23	yes
27	no
71	yes
80	yes
27	no
57	yes
42	no
67	yes
68	yes
26	yes
61	yes
72	yes
76	yes
53	yes
54	yes
24	no
61	yes
36	yes
63	yes
64	yes
44	yes
32	yes
70	no
64	yes
58	yes
23	no
71	yes
77	yes
65	yes
32	no
50	yes
31	no
80	yes
41	yes
47	yes
79	yes
70	yes
30	yes
31	no
77	yes
19	yes
27	no
40	yes
28	yes
79	no
43	yes
39	no
61	yes
50	yes
64	yes
74	yes
31	yes
33	yes
31	no
70	no
47	yes
58	yes
22	no
54	yes
75	yes
63	yes
71	no
80	yes
72	yes
31	yes
61	yes
61	yes
51	yes
43	no
75	yes
59	yes
43	yes
78	yes
62	yes
55	yes
26	yes
72	yes
80	yes
19	no
65	yes
69	yes
63	no
27	yes
71	yes
73	yes
57	yes
64	no
29	yes
48	yes
54	yes
53	yes
41	yes
27	yes
80	yes
78	yes
74	no
45	yes
54	yes
59	yes
65	yes
49	yes
69	yes
36	no
66	yes
33	yes
72	no
68	yes
67	yes
51	yes
67	yes
50	yes
67	yes
67	yes
27	no
67	yes
19	yes
63	no
60	no
39	yes
38	yes
36	no
46	no
36	yes
57	yes
32	yes
61	yes
70	yes
65	yes
71	yes
65	no
65	no
75	yes
39	no
64	no
56	no
50	yes
66	no
41	yes
60	yes
58	yes
74	no
65	yes
63	yes
27	yes
48	yes
38	yes
63	yes
41	yes
32	yes
63	yes
61	yes
44	yes
27	no
28	yes
38	yes
59	yes
59	yes
70	yes
50	yes
30	yes
66	yes
65	yes
31	no
80	yes
33	yes
76	no
48	yes
57	yes
77	yes
69	yes
79	yes
59	yes
80	no
32	yes
60	yes
23	yes
42	no
55	yes
72	yes
58	yes
78	yes
56	yes
71	yes
65	yes
69	yes
50	yes
80	yes
36	no
44	yes
53	yes
52	no
34	yes
78	yes
23	no
51	yes
80	no
72	no
41	yes
30	no
55	yes
49	yes
74	yes
64	yes
27	no
28	yes
50	no
49	yes
65	yes
49	yes
40	yes
21	yes
69	no
68	yes
23	yes
59	yes
51	yes
52	yes
22	no
80	yes
47	yes
67	yes
29	yes
62	yes
65	yes
47	yes
20	no
72	yes
57	yes
70	yes
61	yes
77	yes
80	yes
80	yes
33	yes
18	yes
32	yes
68	yes
54	no
58	no
35	yes
27	yes
67	no
65	yes
80	yes
66	yes
46	no
72	yes
80	no
63	yes
47	yes
72	yes
61	yes
61	yes
26	no
48	yes
74	yes
23	yes
79	yes
70	yes
54	yes
68	yes
47	yes
50	yes
63	yes
74	yes
29	yes
80	yes
60	yes
28	yes
52	yes
37	yes
25	yes
40	yes
33	yes
51	yes
80	yes
28	yes
64	yes
62	yes
26	no
45	yes
72	yes
58	yes
50	yes
54	yes
33	no
60	yes
60	yes
32	yes
59	no
64	yes
23	no
21	yes
72	yes
74	yes
62	yes
56	yes
19	yes
64	yes
72	yes
37	yes
66	no
35	yes
46	yes
73	yes
28	no
62	yes
61	yes
31	yes
50	no
45	yes
67	yes
51	yes
71	yes
64	yes
73	yes
29	yes
73	yes
35	yes
80	yes
63	yes
56	yes
42	yes
36	no
31	yes
25	yes
27	yes
28	yes
59	yes
35	yes
32	no
40	yes
80	no
37	no
65	no
35	no
69	yes
76	yes
20	yes
75	yes
19	no
24	yes
32	no
71	yes
61	yes
44	yes
39	yes
58	yes
71	yes
45	no
37	yes
63	yes
41	no
58	yes
54	yes
32	yes
34	yes
48	yes
68	yes
57	yes
58	yes
45	no
56	yes
37	yes
66	yes
54	no
39	yes
49	yes
53	yes
61	yes
65	yes
24	yes
74	yes
26	yes
43	no
59	yes
80	yes
69	yes
63	no
45	yes
80	yes
50	no
34	yes
75	yes
38	yes
80	yes
51	no
28	yes
39	yes
71	yes
66	no
42	yes
27	no
55	yes
52	no
38	yes
42	yes
64	yes
27	no
25	yes
38	no
42	yes
49	yes
22	no
57	yes
39	yes
73	yes
73	yes
43	yes
45	yes
66	yes
72	yes
58	no
38	no
60	yes
32	no
60	yes
45	yes
59	yes
40	no
62	yes
28	yes
72	yes
65	yes
50	no
32	yes
19	no
27	no
58	no
69	yes
63	yes
69	yes
32	yes
48	yes
45	no
57	yes
70	yes
55	yes
59	yes
80	yes
69	yes
25	yes
55	yes
60	yes
44	yes
80	yes
44	yes
78	yes
77	yes
25	no
45	yes
64	yes
45	yes
35	no
76	no
58	no
48	yes
42	yes
56	no
52	yes
46	yes
63	yes
32	no
79	no
47	no
80	yes
34	yes
76	yes
55	yes
22	yes
35	yes
32	yes
60	yes
35	yes
31	no
35	yes
69	yes
73	yes
74	yes
45	yes
67	yes
38	yes
65	yes
34	yes
29	yes
33	yes
38	yes
71	yes
30	yes
42	yes
18	yes
62	yes
53	yes
29	yes
73	no
30	no
51	yes
57	yes
38	yes
35	yes
69	yes
78	yes
38	yes
62	yes
32	yes
38	no
28	yes
30	yes
25	no
25	yes
44	no
35	yes
60	yes
24	yes
69	yes
36	yes
79	yes
78	yes
66	yes
44	yes
67	yes
43	yes
18	yes
64	no
70	yes
41	no
62	yes
80	yes
69	yes
25	yes
69	yes
40	yes
43	no
29	yes
33	no
55	yes
56	yes
65	no
39	yes
73	yes
51	yes
56	no
40	yes
43	no
69	yes
48	yes
72	no
62	yes
32	no
66	yes
62	yes
30	yes
56	yes
40	yes
30	yes
59	yes
79	yes
61	yes
51	no
71	yes
37	yes
45	yes
50	no
67	no
51	no
73	yes
35	yes
59	no
77	yes
64	no
60	yes
59	yes
73	no
66	yes
40	yes
40	yes
33	no
19	yes
57	yes
43	no
65	yes
30	yes
52	yes
55	yes
25	yes
49	yes
50	yes
70	no
76	yes
74	yes
37	no
27	yes
55	yes
28	yes
80	no
31	yes
27	yes
59	yes
27	yes
35	no
53	yes
25	no
69	no
69	no
49	yes
58	yes
80	yes
22	yes
37	yes
25	yes
45	no
30	yes
80	yes
26	no
46	no
46	yes
68	yes
67	yes
47	yes
65	yes
54	yes
26	no
52	yes
45	yes
65	no
38	yes
